,file,batter,batter_count,pitch_x,pitch_z,swing_result,two_strikes
0,anonymized-files-wisd/12345645_40018.jsonl,172804761,0,-0.9610529115866543,3.094568279633858,Hit and Out,False
1,anonymized-files-wisd/12345645_38027.jsonl,172804761,1,0.2597726614451588,1.7977743580683163,Hit and Out,False
2,anonymized-files-wisd/12345645_34859.jsonl,172804761,2,-0.1414429811327158,2.1394183975661574,Hit and Out,False
3,anonymized-files-wisd/12345641_17546.jsonl,172804761,3,-0.34457220000722344,2.828729670931006,Hit and Out,True
4,anonymized-files-wisd/12345641_25244.jsonl,172804761,4,-0.07577374922614397,2.584433563055852,Hit and Safe,False
5,anonymized-files-wisd/12345641_27980.jsonl,172804761,5,-0.45778909353110125,2.661277285752084,Hit Foul,False
6,anonymized-files-wisd/12345645_27780.jsonl,172804761,6,-0.29010723606326855,2.7813254212594405,Hit Foul,False
7,anonymized-files-wisd/12345641_29372.jsonl,172804761,7,-0.7057301063135157,3.3350633766233657,Hit Foul,False
8,anonymized-files-wisd/12345641_49383.jsonl,172804761,8,0.39459136528867167,2.188443780241582,Hit and Safe,True
9,anonymized-files-wisd/12345641_47821.jsonl,172804761,9,0.9236946449615864,1.9963541190434932,Hit and Safe,True
10,anonymized-files-wisd/12345645_31469.jsonl,174158975,0,0.2757812217104635,2.030957095803962,Hit Foul,True
11,anonymized-files-wisd/12345645_24682.jsonl,174158975,1,0.05986264618855518,3.5043144452021426,Hit and Out,False
12,anonymized-files-wisd/12345641_14906.jsonl,174158975,2,1.1234043150854753,2.4114353151156944,Hit Foul,False
13,anonymized-files-wisd/12345645_39179.jsonl,174158975,3,-0.02075531010344223,2.646251404565507,Hit and Out,False
14,anonymized-files-wisd/12345636_26484.jsonl,174158975,4,-0.10912608919947843,2.6269723300271757,Hit and Safe,False
15,anonymized-files-wisd/12345641_14252.jsonl,174158975,5,-0.5624293579584925,3.1586859724455736,Hit Foul,False
16,anonymized-files-wisd/12345636_4061.jsonl,174158975,6,0.06994863636166404,3.997709712497897,Hit Foul,True
17,anonymized-files-wisd/12345636_5395.jsonl,174158975,7,0.34521280818613137,2.4174320738323787,Hit and Out,True
18,anonymized-files-wisd/12345636_10679.jsonl,174158975,8,0.2642500023614234,1.699223502378225,Hit and Safe,True
19,anonymized-files-wisd/12345641_31712.jsonl,174158975,9,0.35090101761039894,3.1700922993907916,Hit Foul,True
20,anonymized-files-wisd/12345636_44836.jsonl,174158975,10,-0.40718609822879515,1.9138139404893515,Hit Foul,False
21,anonymized-files-wisd/12345645_4046.jsonl,174158975,11,-0.2597655338603489,1.8864383721165663,Hit and Out,False
22,anonymized-files-wisd/12345645_4684.jsonl,174158975,12,0.3831855806920531,1.8909843404074569,Hit Foul,False
23,anonymized-files-wisd/12345634_39621.jsonl,223971350,0,-0.2366186363865416,2.5912613536547866,Hit Foul,False
24,anonymized-files-wisd/12345645_12865.jsonl,223971350,1,-0.3105619148622582,3.384026244106724,Hit and Safe,False
25,anonymized-files-wisd/12345634_42373.jsonl,223971350,2,-0.8284984786658478,2.6747353386984782,Hit and Out,False
26,anonymized-files-wisd/12345645_13920.jsonl,223971350,3,-0.9945755686688703,2.941428247572384,Hit Foul,False
27,anonymized-files-wisd/12345636_13574.jsonl,223971350,4,0.1919360953030457,2.6520070689039934,Hit and Out,False
28,anonymized-files-wisd/12345645_19178.jsonl,290569727,0,-0.6606101966801046,3.835023954107971,Hit and Safe,True
29,anonymized-files-wisd/12345645_22746.jsonl,290569727,1,0.8145207544929882,2.159870851001509,Hit and Out,True
30,anonymized-files-wisd/12345645_23732.jsonl,290569727,2,-0.6041393785330206,1.989925917811569,Hit Foul,False
31,anonymized-files-wisd/12345636_2354.jsonl,290569727,3,0.2855571223717499,3.773796024211409,Hit and Safe,False
32,anonymized-files-wisd/12345645_11261.jsonl,290569727,4,0.07216363607023057,2.8794197016190957,Hit and Safe,False
33,anonymized-files-wisd/12345645_30114.jsonl,290569727,5,-0.6293027429622058,2.419575296352687,Hit Foul,False
34,anonymized-files-wisd/12345645_32505.jsonl,290569727,6,-0.8006176069956956,2.392830643738524,Hit Foul,False
35,anonymized-files-wisd/12345645_30020.jsonl,290569727,7,0.45656441810718873,2.0756105772623687,Hit and Safe,True
36,anonymized-files-wisd/12345636_11974.jsonl,290569727,8,0.1847284215548961,1.6527648997268065,Hit Foul,True
37,anonymized-files-wisd/12345645_13771.jsonl,352830460,0,0.6438476892607999,3.6494964788551942,Hit Foul,False
38,anonymized-files-wisd/12345634_10475.jsonl,352830460,1,0.3874194473563244,2.498574649902031,Hit and Safe,True
39,anonymized-files-wisd/12345641_46605.jsonl,352830460,2,1.0245791968297138,3.298375755551312,Hit Foul,False
40,anonymized-files-wisd/12345645_15784.jsonl,352830460,3,0.7480139773672124,2.918253863978442,Hit Foul,False
41,anonymized-files-wisd/12345634_40552.jsonl,352830460,4,-0.5554355768941518,3.1235367647226893,Hit Foul,True
42,anonymized-files-wisd/12345645_8063.jsonl,352830460,5,0.6973160274286025,3.3519544067408527,Hit and Safe,False
43,anonymized-files-wisd/12345641_46.jsonl,352830460,6,0.06560851240116176,2.343750647482967,Hit Foul,True
44,anonymized-files-wisd/12345641_29870.jsonl,352830460,7,0.27885604842279954,2.872259661633511,Hit and Safe,True
45,anonymized-files-wisd/12345645_46952.jsonl,352830460,8,0.8719868920107916,1.8701131760846734,Hit Foul,False
46,anonymized-files-wisd/12345634_31111.jsonl,352830460,9,-1.135850595968871,2.015683299618566,Hit and Out,False
47,anonymized-files-wisd/12345634_36947.jsonl,352830460,10,0.09030708017104101,2.610589535440558,Hit Foul,True
48,anonymized-files-wisd/12345641_35937.jsonl,352830460,11,0.40628092012260714,3.2676676761687706,Hit Foul,True
49,anonymized-files-wisd/12345634_44646.jsonl,352830460,12,-0.09718576744891769,2.1465457742589686,Hit and Out,True
