,batter,batter_count,pitch_x,pitch_z,swing_result,two_strikes
0,172804761,0,-0.9610529115866544,3.094568279633858,Hit and Out,False
1,172804761,1,0.2597726614451588,1.7977743580683163,Hit and Out,False
2,172804761,2,-0.1414429811327158,2.139418397566158,Hit and Out,False
3,172804761,3,-0.3445722000072234,2.828729670931006,Hit and Out,True
4,172804761,4,-0.0757737492261439,2.584433563055852,Hit and Safe,False
5,172804761,5,-0.4577890935311012,2.661277285752084,Hit Foul,False
6,172804761,6,-0.2901072360632685,2.7813254212594405,Hit Foul,False
7,172804761,7,-0.7057301063135157,3.3350633766233657,Hit Foul,False
8,172804761,8,0.3945913652886716,2.188443780241582,Hit and Safe,True
9,172804761,9,0.9236946449615864,1.9963541190434932,Hit and Safe,True
10,174158975,0,0.2757812217104635,2.030957095803962,Hit Foul,True
11,174158975,1,0.0598626461885551,3.504314445202142,Hit and Out,False
12,174158975,2,1.1234043150854751,2.4114353151156944,Hit Foul,False
13,174158975,3,-0.0207553101034422,2.646251404565507,Hit and Out,False
14,174158975,4,-0.1091260891994784,2.6269723300271757,Hit and Safe,False
15,174158975,5,-0.5624293579584925,3.1586859724455736,Hit Foul,False
16,174158975,6,0.069948636361664,3.997709712497897,Hit Foul,True
17,174158975,7,0.3452128081861313,2.4174320738323787,Hit and Out,True
18,174158975,8,0.2642500023614234,1.699223502378225,Hit and Safe,True
19,174158975,9,0.3509010176103989,3.1700922993907916,Hit Foul,True
20,174158975,10,-0.4071860982287951,1.9138139404893515,Hit Foul,False
21,174158975,11,-0.2597655338603489,1.8864383721165665,Hit and Out,False
22,174158975,12,0.3831855806920531,1.8909843404074569,Hit Foul,False
23,223971350,0,-0.2366186363865416,2.5912613536547866,Hit Foul,False
24,223971350,1,-0.3105619148622582,3.384026244106724,Hit and Safe,False
25,223971350,2,-0.8284984786658478,2.6747353386984782,Hit and Out,False
26,223971350,3,-0.9945755686688704,2.941428247572384,Hit Foul,False
27,223971350,4,0.1919360953030457,2.6520070689039934,Hit and Out,False
28,290569727,0,-0.6606101966801046,3.835023954107971,Hit and Safe,True
29,290569727,1,0.8145207544929882,2.159870851001509,Hit and Out,True
30,290569727,2,-0.6041393785330206,1.989925917811569,Hit Foul,False
31,290569727,3,0.2855571223717499,3.773796024211409,Hit and Safe,False
32,290569727,4,0.0721636360702305,2.8794197016190957,Hit and Safe,False
33,290569727,5,-0.6293027429622058,2.419575296352687,Hit Foul,False
34,290569727,6,-0.8006176069956956,2.392830643738524,Hit Foul,False
35,290569727,7,0.4565644181071887,2.0756105772623687,Hit and Safe,True
36,290569727,8,0.1847284215548961,1.6527648997268063,Hit Foul,True
37,352830460,0,0.6438476892607999,3.6494964788551942,Hit Foul,False
38,352830460,1,0.3874194473563244,2.498574649902031,Hit and Safe,True
39,352830460,2,1.0245791968297138,3.298375755551312,Hit Foul,False
40,352830460,3,0.7480139773672124,2.918253863978442,Hit Foul,False
41,352830460,4,-0.5554355768941518,3.1235367647226893,Hit Foul,True
42,352830460,5,0.6973160274286025,3.3519544067408527,Hit and Safe,False
43,352830460,6,0.0656085124011617,2.343750647482967,Hit Foul,True
44,352830460,7,0.2788560484227995,2.872259661633511,Hit and Safe,True
45,352830460,8,0.8719868920107916,1.8701131760846736,Hit Foul,False
46,352830460,9,-1.135850595968871,2.015683299618566,Hit and Out,False
47,352830460,10,0.090307080171041,2.610589535440558,Hit Foul,True
48,352830460,11,0.4062809201226071,3.26766767616877,Hit Foul,True
49,352830460,12,-0.0971857674489176,2.1465457742589686,Hit and Out,True
50,352830460,13,1.6293018094816518,1.1486312819654207,Hit Foul,False
51,352830460,14,-0.4688077661740724,2.2333223778878906,Hit and Out,True
52,352830460,15,0.7881411560509369,2.5193949253008063,Hit and Out,True
53,352830460,16,-0.4206648754598227,2.826787504078767,Hit Foul,False
54,352830460,17,0.1158606572940252,1.802747962635017,Hit and Out,False
55,360906992,0,-1.3550481208298213,2.650666639208633,Hit and Safe,False
56,360906992,1,-0.1562722720476882,3.7970539638674543,Hit Foul,True
57,360906992,2,-0.6542770146335846,2.6177593024624843,Hit and Out,False
58,360906992,3,0.4532977171451706,3.048881560022281,Hit Foul,True
59,360906992,4,-0.9833078691852456,2.8931734894158083,Hit and Out,False
60,360906992,5,0.6530145170049281,2.418974040707124,Hit Foul,True
61,360906992,6,0.1302253726300825,1.8000677721608862,Hit and Out,False
62,360906992,7,-1.0712863259587908,3.2324948971472636,Hit and Out,True
63,360906992,8,-1.1376378459217529,1.2942521749626044,Hit and Out,False
64,360906992,9,0.6637723276684684,1.922116151369886,Hit and Out,True
65,360906992,10,-0.602278481283579,2.5269278035030314,Hit Foul,False
66,360906992,11,-0.4879706784370844,3.263806147626668,Hit Foul,True
67,360906992,12,-0.5814784506501571,2.891020672367075,Hit and Out,False
68,412098649,0,-2.696165217735977,2.1509794563831774,Hit Foul,True
69,412098649,1,-0.2176190721570426,2.4076036649347916,Hit Foul,False
70,412098649,2,1.2378851510533355,0.0343165635200126,Hit Foul,False
71,412098649,3,0.8846444248772337,-0.1629438659383141,Hit Foul,True
72,412098649,4,-0.6330321115009854,2.994021085047232,Hit Foul,True
73,412098649,5,0.7080641403928939,2.3997419915500107,Hit Foul,True
74,412098649,6,0.5026633030249842,1.0680796552187677,Hit Foul,True
75,412098649,7,0.1186191127100492,2.8246822374828144,Hit and Safe,True
76,412098649,8,0.3323614849733347,1.205702178202657,Hit and Safe,False
77,412098649,9,0.7792993835555371,3.4680717603836277,Hit Foul,False
78,412098649,10,0.5007124384517505,2.9663260706016596,Swing and Miss,False
79,412098649,11,0.6867060162656706,3.4006240343231244,Hit and Safe,False
80,412098649,12,0.0006546368349589,1.191012564140677,Hit and Out,True
81,412098649,13,-0.4249234838989754,2.1270405942801975,Hit Foul,False
82,412098649,14,-0.3783920755932281,2.3061982215514067,Hit and Safe,False
83,412098649,15,-0.5650190068385935,3.677748633562435,Hit Foul,True
84,412098649,16,-1.9108298494705265,1.6337176239786115,Hit Foul,True
85,432216743,0,-1.498019994560022,1.1725146526387544,Hit Foul,True
86,432216743,1,-0.1102677866191157,3.593902353685283,Hit and Safe,False
87,432216743,2,-0.520323098077862,2.4905922004075127,Hit Foul,True
88,432216743,3,0.6136170792648508,2.861566045170017,Hit Foul,True
89,432216743,4,0.3788723969804335,1.7197978858492626,Hit Foul,False
90,451871192,0,0.0929498106400768,1.5756288245673888,Hit and Out,True
91,451871192,1,-0.5003778220751981,3.4039883966572435,Hit Foul,False
92,451871192,2,0.3516697138139221,2.15040202119882,Hit and Safe,False
93,451871192,3,-0.4173952858945664,2.868229382014817,Hit Foul,True
94,451871192,4,-0.1669696071684749,2.326937202720785,Hit and Safe,True
95,451871192,5,-0.8137617418129713,2.12028856406539,Hit and Out,False
96,451871192,6,-1.223275246674166,-0.4020588397679602,Hit and Out,False
97,451871192,7,-0.435999442026018,1.8441585895046395,Hit Foul,False
98,451871192,8,0.3367530576300181,2.1885633256143784,Hit and Out,True
99,451871192,9,-0.7889560790456739,3.2441968072887,Hit and Out,True
100,451871192,10,1.0379096584213556,1.8828738723349925,Hit and Safe,False
101,459722179,0,0.0167713171676101,2.1444416556825403,Hit Foul,False
102,459722179,1,-0.8848432837704348,1.993119506424493,Hit Foul,False
103,459722179,2,0.8905636086584537,3.113917917045937,Hit Foul,True
104,459722179,3,-0.2242484754153043,3.3925238165751685,Hit Foul,False
105,459722179,4,-0.6296599969385407,3.084814837157886,Hit Foul,False
106,459722179,5,-0.2851872521730613,3.022022303364826,Hit and Out,False
107,459722179,6,-0.4729897819920033,2.121459691435803,Hit Foul,False
108,459722179,7,-0.8833692093264628,3.673089374230365,Hit Foul,False
109,459722179,8,-0.0092971665326274,0.8468236336604034,Hit and Out,True
110,459722179,9,1.014497706739098,2.9572465765399234,Hit Foul,True
111,459722179,10,-0.2332301857552388,2.7067049399578167,Hit and Out,False
112,459722179,11,-0.0268981673412756,2.628355532193244,Hit and Out,False
113,459722179,12,-0.5945251122188715,2.978454513363838,Hit and Out,False
114,459722179,13,0.0144362837089358,2.0855792431894815,Hit Foul,False
115,459722179,14,0.7117132098936392,3.412535498371572,Hit Foul,True
116,459722179,15,0.2609855457338057,2.7762649806284165,Hit and Out,False
117,459722179,16,0.0617604682704739,2.9530010248956455,Hit Foul,False
118,459722179,17,0.4076247544311105,3.1362854648309004,Hit Foul,True
119,459722179,18,-0.5353099180758037,2.724446438597548,Hit and Out,False
120,474808052,0,-1.2271138438581133,2.3594248284109174,Hit and Safe,False
121,474808052,1,-0.9555424584162266,3.664486161320536,Hit and Out,False
122,474808052,2,-0.183935016335985,2.405817903441666,Hit and Out,False
123,474808052,3,-0.9495948639592444,2.471548426758931,Hit and Safe,False
124,474808052,4,0.1360738589781754,2.683748615329347,Hit Foul,False
125,474808052,5,0.3434706886930261,2.3988056202246657,Hit Foul,False
126,474808052,6,-0.0358019629340042,2.6773389459737307,Hit Foul,True
127,474808052,7,-1.2297550234548695,2.154269891580735,Hit Foul,True
128,474808052,8,0.065131315203221,2.1818134930950763,Hit Foul,False
129,485007791,0,0.7443203358371647,2.343883792037584,Hit and Safe,False
130,485007791,1,0.9072394915172044,1.5851779695398154,Hit and Out,True
131,485007791,2,-0.027391057871952,1.8061521094562203,Hit Foul,False
132,485007791,3,0.922818186540541,1.482326150083172,Hit and Safe,False
133,485007791,4,0.2334614669562736,4.015914244710605,Hit and Out,True
134,485007791,5,0.4692430684776427,2.0432546690822706,Hit Foul,True
135,485007791,6,-0.1554029566161033,1.8310970485643672,Hit and Safe,False
136,485007791,7,-0.2269417273190691,3.2762472461288232,Hit Foul,True
137,485007791,8,-0.2803006835152593,2.129337432232418,Hit and Out,False
138,485007791,9,-0.4426150082169712,2.164925821694598,Hit and Safe,False
139,485007791,10,-0.0650792644123126,3.1218988615306458,Hit Foul,True
140,485007791,11,0.7788039663097359,3.6474447562597874,Hit Foul,True
141,485007791,12,-0.1056366225811219,4.080385133872062,Hit Foul,True
142,485007791,13,-0.1976869173057328,2.52685656819995,Hit Foul,False
143,485007791,14,-0.169077593677439,3.8271257765691686,Hit Foul,False
144,485007791,15,-0.030684752423789,2.020706489540814,Hit Foul,False
145,505414610,0,0.689977597372379,3.318518659697423,Hit and Safe,False
146,505414610,1,-0.561724619798147,2.293407775246565,Hit and Out,True
147,505414610,2,0.2704636036141373,1.1939394415569442,Hit and Safe,True
148,505414610,3,0.0732774313411165,1.989328016399036,Hit and Out,False
149,505414610,4,0.9341429839303588,2.4540702477733594,Hit Foul,False
150,505414610,5,1.2902560273423276,1.8639746321385644,Hit and Out,True
151,505414610,6,0.3926209902388236,2.811035636231093,Hit and Out,True
152,518481551,0,-0.8335303038682566,2.1890716956771232,Hit and Out,False
153,518481551,1,-0.5089356216456098,2.82775442828747,Hit Foul,False
154,518481551,2,-0.2626566952118879,2.422761697605682,Hit and Out,False
155,518481551,3,-0.0961009426028076,2.2478165584501397,Hit and Safe,True
156,545569723,0,-1.027015649201818,1.0036256940262356,Hit Foul,False
157,545569723,1,0.1794468354548382,1.7404186686051812,Hit and Out,False
158,545569723,2,-0.615788306065302,2.989428369278079,Hit and Out,False
159,545569723,3,-0.0734517026774692,2.1134527399866845,Hit and Out,False
160,545569723,4,-0.5137846284696999,2.809576696413121,Hit Foul,False
161,545569723,5,-0.06202282199937,2.56253611527644,Hit and Out,False
162,545569723,6,0.4429836787573897,1.6013618571344446,Hit and Out,True
163,545569723,7,-0.9099931750532476,3.1602215160398517,Hit and Out,True
164,545569723,8,0.2644170415428836,2.6110166991178403,Hit and Safe,False
165,558675411,0,-0.2047058706306059,2.779017316290872,Hit and Safe,True
166,558675411,1,-0.2332838109188427,2.4653090960945043,Hit and Safe,True
167,558675411,2,-1.1051425446767935,1.6138532539148718,Hit Foul,True
168,558675411,3,0.2475911093529874,2.6237987010380563,Hit Foul,False
169,558675411,4,0.4286272638574001,1.5530085492388372,Hit Foul,False
170,558675411,5,-0.1976878473062131,2.3266058022168257,Hit Foul,False
171,558675411,6,0.7230823176150463,2.47427587048704,Hit and Safe,False
172,558675411,7,0.9689313341306484,1.9468791067954576,Hit Foul,True
173,558675411,8,0.4173259030650351,1.8196764693588137,Hit and Safe,False
174,558675411,9,0.5278800580338521,2.3238641545705354,Hit and Out,True
175,558675411,10,-0.6188484280934835,3.774969696783487,Hit and Out,True
176,563942271,0,-0.681494953759135,3.9929393311020984,Hit and Out,True
177,568527038,0,0.788853836656141,2.025997195688635,Hit and Out,False
178,568527038,1,-0.5081753410303246,3.3824625416279597,Hit Foul,True
179,568527038,2,-1.1018465219573743,1.880562033636954,Hit and Safe,False
180,568527038,3,-0.6767404925252324,2.354040682517141,Hit Foul,False
181,568527038,4,-0.4825153420815702,3.812030824249806,Hit and Out,True
182,568527038,5,0.0802705565256277,3.2176341293162967,Hit Foul,True
183,568527038,6,-0.2914385439828403,2.6449728810984627,Hit and Out,False
184,568527038,7,-1.167368233453265,1.830657712077154,Hit and Out,False
185,590082479,0,-0.2333480423521032,2.0806318009724487,Hit and Out,False
186,590082479,1,0.8014189226124392,3.3301569846985273,Hit Foul,False
187,590082479,2,0.0118255055623385,2.4427788916918587,Hit and Safe,True
188,590082479,3,1.1308119821846918,2.062426153722783,Hit Foul,False
189,590082479,4,0.1649652865570392,2.6907720412334584,Hit and Safe,True
190,590082479,5,-0.1606572733360286,1.9433481281585352,Hit and Out,False
191,590082479,6,1.0462279613387562,1.9332151827620656,Hit Foul,False
192,590082479,7,0.3110934798096046,1.1877192873804625,Hit and Out,False
193,590082479,8,0.3775928845752077,2.555953309875979,Hit Foul,False
194,590082479,9,-0.3298618898295068,2.800016605214797,Hit and Out,False
195,590082479,10,0.253714399188739,2.18942804192221,Hit and Safe,False
196,617522563,0,-0.5729045640523718,2.7740471494100056,Hit Foul,False
197,617522563,1,-1.108433094656096,2.8927593548773873,Hit and Out,True
198,617522563,2,0.0563575058692613,1.3344001974488373,Hit and Safe,True
199,617522563,3,-0.1802505211680981,2.56397497713116,Hit and Safe,False
200,617522563,4,0.2355308199036259,3.035268084793138,Hit and Out,False
201,618024297,0,0.0944360794958807,2.176919598800477,Hit and Safe,True
202,618024297,1,-0.244763852605594,2.6151992843587575,Hit Foul,False
203,618024297,2,-0.7388891675124789,3.267509883043086,Hit and Out,True
204,618024297,3,-0.6238269892065524,2.9916624709449287,Hit and Out,False
205,618024297,4,-0.0833134473410268,3.5223599047429883,Hit and Out,True
206,618024297,5,-0.4476469340929585,1.888766733911145,Hit and Out,False
207,618024297,6,-0.0505690474949281,1.8166271298186052,Hit and Out,False
208,618024297,7,-0.6734831769934571,2.9150018320779805,Hit Foul,False
209,618024297,8,0.0329261383482683,2.8365647395395306,Hit Foul,False
210,618024297,9,-0.1353137539421846,2.6303194777862156,Hit and Safe,False
211,654287703,0,-0.2451092412304759,2.722689170092665,Hit and Safe,False
212,654287703,1,0.1669620437950303,2.399515059384892,Hit and Safe,True
213,654287703,2,-2.0000347960775047,2.6558426641912685,Hit Foul,True
214,654287703,3,-0.1747896583381702,2.115119390038983,Hit Foul,True
215,654287703,4,0.2251691407523485,2.3469729018125034,Hit and Out,False
216,654287703,5,-0.0760950324808172,3.364657990335762,Hit and Safe,False
